,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Certificate Number ,,,:,0140-CAL-424,,,,,,,,,,,,,,,,,,,,,,,,,,
,Page  ,,,:,1,,of,1,,,,,,,Owner,,,:,[NAMA PELANGGAN DIREDAKSI],,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Order Number,,,:,2404.16.A,,,,,,,,,,Address,,,:,[ALAMAT PELANGGAN DIREDAKSI],,,,,,,,,,,,
,Received Date,,,:,2024-04-19T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,
,Equipment Name,,,:,Digital Tachometer,,,,,,,,,,,,,,,,,,,,,,,,,,
,Manufacturer,,,:,Victor,,,,,,,,,,Calibration Location,,,:,Insitu,,,,,,,,,,,,
,Model/Type,,,:,DM6234P+,,,,,,,,,,Calibration  Date,,,:,2024-04-22T00:00:00,,,,,,,,,,,,
,Serial Number,,,:,998887409,,,,,,,,,,Calibration Method,,,:,SIDIK-IK-CAL-0511_Rev.6,,,,,,,,,,,,
,Capacity/Graduation,,,:,100000,,,Rpm,/,1,Rpm,,,,Env. Condition,,,:,T,25.37,⁰C,±,1.7117242768623688,⁰C,,,,,,,
,Technician ID ,,,: ,CA,,,,,,,,,,,,,,%RH,55.5,%,±,5.660388679233963,%,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calibration Report,,,:,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Standard Value   ,,,,,,,Unit Under Test     ,,,,,,Correction        ,,,U95% (±),,,,,,,,,NOTES (DON'T ERASE!!!!),,,,
,,Rpm,,,,,,,Rpm,,,,,,Rpm,,,Rpm,,,,,,,,,Kelompokkan U95% secara manual:,,,,
,,60,,,,,,,59.779999999999994,,,,,,0.22000000000000597,,,2.618074050245789,,,,,,,,,"Rentang: 60-100, gunakan tabel U95 pertama",,,,
,,80,,,,,,,79.96000000000001,,,,,,0.03999999999999204,,,,,,,,,,,,"Rentang: 101-200, gunakan tabel U95 kedua",,,,
,,100,,,,,,,99.65999999999998,,,,,,0.3400000000000176,,,,,,,,,,,,"Rentang: 201-3000, gunakan tabel U95 ketiga",,,,
,,120,,,,,,,119.8,,,,,,0.20000000000000284,,,2.6215874172356477,,,,,,,,,"Rentang: 3001-7000, gunakan tabel U95 keempat",,,,
,,150,,,,,,,150.14000000000001,,,,,,-0.14000000000001478,,,,,,,,,,,,"Rentang: 7000-15000, gunakan tabel U95 kelima",,,,
,,200,,,,,,,199.92,,,,,,0.0800000000000125,,,,,,,,,,,,"Rentang: 15000-30000, gunakan tabel U95 keenam",,,,
,,500,,,,,,,500.03999999999996,,,,,,-0.03999999999996362,,,3.0005024748706073,,,,,,,,,,,,,
,,1000,,,,,,,999.8,,,,,,0.20000000000004547,,,,,,,,,,,,,,,,
,,2000,,,,,,,1999.8200000000002,,,,,,0.1799999999998363,,,,,,,,,,,,,,,,
,,3000,,,,,,,2999.5599999999995,,,,,,0.4400000000005093,,,3.051212178596071,,,,,,,,,,,,,
,,5000,,,,,,,4999.360000000001,,,,,,0.6399999999994179,,,,,,,,,,,,,,,,
,,7000,,,,,,,6999.4,,,,,,0.6000000000003638,,,,,,,,,,,,,,,,
,,10000,,,,,,,9999.880000000001,,,,,,0.11999999999898137,,,5,,,,,,,,,,,,,
,,12000,,,,,,,12000,,,,,,0,,,,,,,,,,,,,,,,
,,14000,,,,,,,14000,,,,,,0,,,,,,,,,,,,,,,,
,,15001,,,,,,,14999.88,,,,,,1.1200000000008004,,,5,,,,,,,,,,,,,
,,20001,,,,,,,20000,,,,,,1,,,,,,,,,,,,,,,,
,,25002,,,,,,,25001,,,,,,1,,,,,,,,,,,,,,,,
,,The Uncertainty is taken at a Convidence Level 95 % and Coverage Factor( k ) = ,,,,,,,,,,,,,,,,,,1.959968098025873,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,, - Calibration results are not to be announced and only apply to related tools -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Standard used :,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
